Present_Price_log,Kms_Driven_log,Car_Age,Owner,Fuel_Diesel,Fuel_Petrol,Seller_Type_enc,Transmission_enc,Selling_Price_log
1.8855533485144158,10.203629181337648,12,0,0,1,0,1,1.4701758451005926
2.355177543113216,10.668978650219241,13,0,1,0,0,1,1.749199854809259
2.3841650799864684,8.839421607620602,9,0,0,1,0,1,2.1102132003465894
1.6389967146756448,8.556606193773073,15,0,0,1,0,1,1.3480731482996928
2.063058062429312,10.65610574858806,12,0,1,0,0,1,1.7227665977411035
2.382320061012899,7.6362696033793735,8,0,1,0,0,1,2.327277705584417
2.21046980408624,9.841452561616595,11,0,0,1,0,1,2.0476928433652555
2.262804222982201,10.417208979414145,11,0,1,0,0,1,2.0149030205422647
2.2915241456346207,9.917094555942345,10,0,1,0,0,1,2.277267285009756
2.2945529212967815,10.65414863929668,11,0,1,0,0,1,2.134166441369082
1.5260563034950492,7.666690200080086,9,0,0,1,0,1,1.3480731482996928
2.431857428698185,10.839600519357369,11,0,1,0,0,1,2.060513531794317
2.392425796993835,9.61587214452889,11,0,0,1,0,0,2.1400661634962708
2.1644717908644115,10.165890277802454,11,0,0,1,0,1,1.9600947840472698
2.105352923464337,11.257103751265436,17,0,0,1,0,1,1.1786549963416462
2.4672517145492794,10.668978650219241,10,0,1,0,0,1,2.169053700369523
2.4672517145492794,10.637752683816972,11,0,1,0,0,1,2.1102132003465894
1.8066480817218056,10.477316144080852,11,0,0,0,0,1,1.4469189829363254
2.194999882314108,10.632074268135453,16,0,0,1,0,1,1.2947271675944
1.599387576580599,10.12667110305036,10,0,0,1,0,1,1.3480731482996928
1.9035989509835904,7.783640596221253,9,0,0,1,0,1,1.7749523509116738
2.1983350716202463,10.819798284210286,15,0,0,1,0,0,1.6863989535702288
1.4951487660319727,10.720642797438853,12,0,0,1,0,1,1.252762968495368
1.6882490928583902,10.948699064477122,13,0,0,1,0,1,1.3609765531356006
1.7900914121273581,9.90353755128617,15,0,0,1,0,1,1.3862943611198906
1.927164106234258,10.917612548758637,13,0,0,1,0,1,1.6389967146756448
2.0135687975291283,9.692828247710418,9,0,0,1,1,1,1.9459101490553132
1.599387576580599,10.70421029372945,16,0,0,1,0,1,1.0818051703517284
2.431857428698185,10.714439990727769,11,0,1,0,0,1,2.134166441369082
1.9430489167742813,10.8481713589115,14,0,1,0,0,1,1.410986973710262
1.7732559976634952,10.900454637442037,15,0,0,1,0,1,1.208960345836975
2.138889000323256,10.571342565808699,12,0,1,0,0,1,1.7833912195575383
2.3933394562625097,10.714439990727769,12,0,1,0,0,1,1.9459101490553132
2.203869120054888,10.714439990727769,12,0,1,0,0,1,1.8718021769015913
2.167910189667444,10.81975828421028,15,0,0,0,0,1,1.3737155789130306
2.1041341542702074,10.794829639046318,11,0,0,1,0,1,1.7316555451583497
1.5602476682433286,9.21830854162536,10,0,0,1,0,1,1.3862943611198906
2.194999882314108,11.034905792929415,23,0,0,1,0,1,1.1786549963416462
2.1826747963214883,10.107448284433564,10,0,0,1,0,0,1.9242486522741338
1.6054298910365616,10.751649325357784,12,0,0,1,0,1,1.2669476034873244
2.0980179272527715,10.968215530759236,18,0,0,1,0,1,1.0818051703517284
2.203869120054888,10.731624436867815,12,0,1,0,0,1,1.8718021769015913
1.3056264580524357,10.819798284210286,14,0,0,1,0,1,0.8109302162163288
2.5680215564985067,9.61587214452889,12,0,0,1,0,0,2.1400661634962708
1.7732559976634952,11.074931999853908,13,0,0,1,0,1,1.2947271675944
1.6389967146756448,11.082157933374816,20,0,0,1,0,1,0.7178397931503169
2.1644717908644115,10.16087792924552,11,0,0,1,0,1,1.916922612182061
2.331172549845958,10.518700218288165,9,0,0,1,0,0,2.169053700369523
3.4534735262275262,10.596659732783579,11,0,1,0,0,0,3.1780538303479458
3.033509637888021,9.61587214452889,9,0,1,0,0,0,2.9444389791664403
2.4168062370840686,11.407576060361786,21,0,0,1,1,1,1.3217558399823195
2.7750856024383683,11.156264806643742,17,0,0,1,0,0,1.5260563034950492
2.1126345090356,10.609921077421808,11,0,0,1,0,1,1.7047480922384253
2.972463646614637,10.819798284210286,16,0,0,1,0,1,1.749199854809259
2.0541237336955462,10.583701457684175,12,1,0,1,0,1,1.62924053973028
3.6098362467734835,10.62135173563291,12,0,1,0,0,0,3.0440461338325417
2.976039640208255,10.596684731846114,13,0,0,1,0,1,2.0731719286662407
2.163323025660538,10.611252372919454,11,0,0,1,0,1,1.7047480922384253
3.6098362467734835,11.264476926102367,12,0,1,0,0,0,2.9831534913471307
3.6098362467734835,10.757924157061597,11,0,1,0,0,0,3.1986731175506815
3.6171148878846253,8.699681400989514,9,0,1,0,0,0,3.5263605246161616
2.0731719286662407,10.714439990727769,12,0,1,0,0,1,1.749199854809259
3.184284380098582,9.305741456739435,9,0,0,1,0,0,3.0325462466767075
3.065724645374026,10.985309671896763,16,0,1,0,0,1,2.327277705584417
2.6905648867611904,11.385103457032141,15,0,0,1,0,1,1.6770965609079151
3.086943153607375,9.392745258631441,10,0,0,1,0,1,2.7245795030534206
2.048982334195127,11.170449240431308,12,0,1,0,0,1,1.599387576580599
2.601207105484161,10.714439990727769,15,0,1,0,0,1,1.7047480922384253
2.976039640208255,10.933142683365261,13,0,0,1,0,1,2.134166441369082
1.9035989509835904,10.668978650219241,15,0,0,1,0,1,1.2947271675944
2.295560478057081,11.326607934898927,12,0,1,0,0,1,1.7749523509116738
2.0541237336955462,10.491301994830229,11,0,0,1,0,1,1.599387576580599
2.7523860149222616,11.184435286790631,13,0,0,1,0,1,1.8718021769015913
3.170945291110651,11.289794413577894,16,0,0,1,0,0,1.8325814637483102
3.4534735262275262,11.39640288460621,14,0,1,0,0,0,2.740840023925201
2.7656899805486246,10.043292972227004,10,0,1,0,0,1,2.7555697170701863
2.180417459019838,10.596659732783579,11,0,1,0,0,1,1.749199854809259
3.2729851505152325,9.61587214452889,9,0,1,0,0,0,3.1780538303479458
2.671386216730619,10.545367754151743,11,0,1,0,0,1,2.6026896854443837
4.539030383483547,11.264476926102367,16,0,1,0,0,1,3.58351893845611
2.6905648867611904,10.933124826700707,14,0,0,1,0,1,1.9315214116032138
1.9530276168241774,10.757924157061597,13,0,0,1,0,1,1.4929040961781488
2.048982334195127,10.596659732783579,12,0,0,1,0,1,1.749199854809259
2.976039640208255,11.034905792929415,17,0,0,1,0,1,1.5686159179138452
2.8384934971274993,10.972379192532934,12,0,1,0,0,1,2.505525936990736
2.6878474937846906,11.225256725762893,21,0,0,1,0,1,1.506297153514587
3.1688448912626357,11.39640288460621,18,0,0,1,0,0,1.6094379124341003
2.976039640208255,11.184435286790631,14,0,0,1,0,1,1.9242486522741338
3.2729851505152325,10.275085591132715,10,0,1,0,0,0,3.079613757534693
2.97756830292632,9.071193240566025,9,0,0,1,0,1,2.8903717578961645
2.976039640208255,10.714439990727769,13,0,0,1,0,1,2.0856720914304723
3.065724645374026,10.820278159451934,16,0,1,0,0,1,2.365559892155434
1.0647107369924282,8.006700845440367,10,0,0,1,1,1,1.0116009116784799
1.0367368849500223,7.244941546337007,9,0,0,1,1,1,0.9932517730102833
1.0224509277025458,8.294299608857235,9,0,0,1,1,1,0.9745596399981308
0.9555114450274363,7.0909098220799835,9,0,0,1,1,1,0.8960880245566356
0.9042181506398859,8.31898612539206,9,0,0,1,1,1,0.8544153281560676
1.2149127443642704,9.985113621416073,11,0,0,1,1,1,0.8544153281560676
1.4929040961781488,9.711176264112805,12,1,0,1,1,1,0.8544153281560676
0.9162907318741551,9.61587214452889,13,0,0,1,1,1,0.8109302162163288
0.9162907318741551,9.798182590890704,10,0,0,1,1,1,0.7884573603642702
0.9042181506398859,9.305741456739435,9,0,0,1,1,1,0.7884573603642702
1.0224509277025458,8.699681400989514,10,0,0,1,1,1,0.7884573603642702
0.9162907318741551,9.071193240566025,10,0,0,1,1,1,0.7654678421395714
1.2237754316221157,8.853808274977197,12,0,0,1,1,1,0.7654678421395714
0.8754687373538999,10.463131911491967,10,0,0,1,1,1,0.7654678421395714
0.9042181506398859,9.741027444837728,11,0,0,1,1,1,0.7654678421395714
0.9042181506398859,9.770013301136158,11,0,0,1,1,1,0.7466879474879752
0.9042181506398859,10.404293143019792,13,0,0,1,1,1,0.7419373447293773
1.0647107369924282,9.546884034617925,11,0,0,1,1,1,0.7419373447293773
0.9042181506398859,10.165890277802454,11,0,0,1,1,1,0.7419373447293773
1.0647107369924282,8.594339400592892,13,0,0,1,1,1,0.7178397931503169
0.8153648132841945,8.648396877031582,10,0,0,1,1,1,0.7178397931503169
0.9162907318741551,8.839421607620602,15,0,0,1,1,1,0.7178397931503169
0.7747271675523681,8.699681400989514,10,0,0,1,1,1,0.7178397931503169
0.9042181506398859,10.747229096720554,13,0,0,1,1,1,0.6931471805599453
1.0116009116784799,9.350189267092581,14,0,0,1,1,1,0.6678293725756554
1.0116009116784799,10.596659732783579,17,0,0,1,1,1,0.6418538861723948
0.6678293725756554,7.170888478512505,9,0,0,1,1,1,0.6418538861723948
